ID,TITLE,LINK,DATE,DESCRIPTION,IMAGESIZE
,PRESTIGIOUS BIENNIAL GRANT PROGRAM INCLUDES FUNDING FOR AG-LABOR AND WILDFIRE RESEARCH,https://citris.ucmerced.edu/news/2020MRPI,14-Jan-21,"Awarded every two years, the highly competitive MRPI program seeks to leverage the world-renowned research capabilities of the UC system to develop real-world solutions to significant problems facing the state and the world. This year’s competition garnered 94 proposals that spanned the breadth of UC’s expertise, from computer science and particle physics to anthropology and human rights. Fifteen projects — totaling $19 million — were selected based on their compelling approaches to advancing research areas that are important to UC and the state one of which was the LACA MRPI led by Professor Thomas Harmon of UCMerced.",
carbon-neutrality,UC Merced Achieves Carbon Neutrality Two Years Ahead of Schedule,https://citris.ucmerced.edu/news/carbon-neutrality,3-Dec-20,"Over the past few years UC Merced has worked on the UC Carbon Neutrality Initiative which looks to drive campus carbon emissions to 0. After a lengthy and rigorous review by independent auditors, UC Merced can proudly announce it is the first public research university in the country to achieve carbon neutrality, two years ahead of its goal.",
valley-seed-grant-small,UC Merced professors collaborate on three CITRIS grants to solve big problems in the Valley,https://citris.ucmerced.edu/news/valley-seed-grants,4-Dec-20,"UC Merced faculty are involved in three new proposals to address society’s—and the San Joaquin Valley’s—problems through technology: health, agriculture, and access to STEM careers. The CITRIS Core Seed Fund awards are each $60,000 and will be used to catapult research into actionable results within a year. Of the 68 proposals, seven teams were awarded, including three with UC Merced researchers. Learn more about the proposals here",
20th-anniversary,"CITRIS Celebrates 20 Years of Impact and Innovation, Looks to the Decades Ahead",https://citris.ucmerced.edu/news/20th-anniversary,3-Dec-20,CITRIS celebrates 20 years of creating new technologies and solutions to benefit society. The University of California research center has forged public and private partnerships to shape the future of tech.,
valle-banner,&iexcl;Valle!,https://citris.ucmerced.edu/news/valle,3-Dec-20,"&iexcl;Valle!, now in its second year, helps Central Valley students stay in STEM studies and access opportunities. The program is open to undergraduates in STEM across the Central Valley, including community colleges, CSUs and UC, and the deadline to apply has been extended to Dec. 20. Learn more about Valle by clicking the picture above!",
ucanr-bou,New UC ANR Water webinar covers disadvantaged communities,https://citris.ucmerced.edu/news/uc-anr-bou,20-Nov-20,Click the image above to learn more about Dr. Angel S. Fernandez-Bou's webinar!,
converging-covid,COVID-19 online conference goes beyond social distancing,https://citris.ucmerced.edu/news/converging-covid,18-Nov-20,"The “Converging COVID-19, environment, health, and equity” conference is the collaborative effort of UC Merced Professor of Civil and Environmental Engineering Colleen Naughton, her colleagues from the University of South Florida, and the Association of Environmental Engineering and Science Professors (AEESP). Read about Professor Colleen Naughton's seminar on wastewater and early detections of spikes in COVID-19 through human waste by clicking the image above!",
agplant,NEW PRECISION AG PROJECT WOULD HELP FARMERS MEASURE PLANT MOISTURE,https://citris.ucmerced.edu/news/agplant,2-Nov-20,"Professor Joshua Viers and Professor Stefano Carpin are working to create a robot that can gauge the moisture level of crops in the field. Backed by an over 1 million dollar USDA grant, this robot hopes to save farmers time and money which will translate to savings in the food-production chain.",
forkintheroad,FORK IN THE ROAD VIDEO FEATURES PROF. COLLEEN NAUGHTON,https://citris.ucmerced.edu/news/forkintheroad,13-Oct-20,"The pandemic changed the way Americans consume food—and for many, exposed them to hunger and food insecurity. UC Merced Prof. Colleen Naughton received a CITRIS COVID-19 Seed Fund to solve the disruption in the food supply chain.",
,CITRIS LOOKING TO FILL NexTech Coordinator position,https://catpaws.ucmerced.edu/n/student/position.jsf?positionId=9656,"Deadline to apply: December 1, 2020","CITRIS is looking for UC Merced students to  Teach the CITRIS NexTech Robotics course program that teaches middle school students programming, design, and embedded systems. For more information visit catPaws to see the job listing.",
aibirds,AI IS FOR THE BIRDS IN A NEW COMPUTER SCIENCE PROJECT,https://citris.ucmerced.edu/news/aibirds,30-Sep-20,"A team of UC Merced researchers led by Professor Shawn Newsom are using artificial intillegence to increase the accuracy of bird populations studies. By running their AI model on recordings taken from across a bird habitat in Sonoma, they hope to distinguish between 45 different species of birds based on only their sound.",
startupsjv,UC MERCED BRINGS NSF ‘COMPUTER SCIENCE FOR ALL’ PROGRAM TO MERCED SCHOOLS,https://citris.ucmerced.edu/news/startupsjv,21-Sep-20,"National Science Foundation awards $300,000 to START UP SJV, a new initiative led by UC MERCED Professor Angelo Kyrilov. Through the new grant, UC Merced undergraduates can participate in a course to support middle and high school teachers trying new computer science curricula in the professionally underrepresented San Joaquin Valley.",
telehealth2,ACTIVATE Bringing Telehealth Services to Vulnerable Merced County Residents,https://citris.ucmerced.edu/news/telehealth2,16-Sep-20,"ACTIVATE is partnering with Livingston Community Health, a clinic that serves mostly Latinx communities with primary and preventative health care services regardless of their ability to pay. UC Merced’s Health Sciences Research Center (HSRI), the UC’s CITRIS network, tech distributors, community-based organizations and government agencies are also taking part to reach people who are vulnerable to the worst outcomes of the COVID-19 pandemic with the technology, skills and connections they need to access and use health services.",
c-19conference,Public Conference Presents COVID-19 From Different Angles,https://citris.ucmerced.edu/news/c-19conference,16-Sep-20,"Department of Civil and Environmental Engineering Professor Colleen Naughton set to hold conferences on the intersections of COVID-19 and topics related to the environment, health and equity through a series of online conference sessions this fall.",
telehealth,"ACTIVATE Will Bring Telehealth Services To Vulnerable, At-Risk Residents of California’s Central Valley",https://citris.ucmerced.edu/news/telehealth,10-Sep-20,"CITRIS Researchers are launching ACTIVATE, a public-private pilot initiative to bring telehealth services to underserved rural residents in Merced County, California.",
solar,Kurtz Leads Project to Efficiently Store Renewable Energy,https://citris.ucmerced.edu/news/renewable-solar,20-Aug-20,"Professor Kurtz of UCMerced is leading a new $1.25 million project called “Modeling of Long-duration Storage for Decarbonization of the California Energy System,” funded by the California Energy Commission. The CEC granted 13 projects with more than $30 million total to find ways to store energy generated by solar collection for 10 to 24 hours — the critical period to overcome rainy and overcast days.<br/><br/>Kurtz and her team are looking for ways to site storage and provide greater electric-grid stability to help the CEC make decisions. The researchers will look at a year’s worth of data and seek cost-effective ways of reducing greenhouse gas emissions and improving the state’s energy stability.",
humanities-logo,UC Merced Center for the Humanities report shows partnership with CITRIS,https://issuu.com/cfhatucmerced/docs/cfhannual_report19-20finalcl,30-Jun-20,"As an interdisciplinary organization, CITRIS is pleased to partner with the UC Merced Center for the Humanities. They have published their annual report.",
manila,Whirlwind Tour Introduces Filipino Students to Functional Entrepreneurship,https://citris.ucmerced.edu/news/functional-entrepreneurship.html,17-Jun-20,'What started as one lecture turned into 20 days of traveling through the Philippines for UC Merced management Professor Russ McBride.' Read more about what functional entrepreneurship,
valuables,VIERS AWARDED GRANT FOR ASSESSING THE BENEFITS OF SATELLITES FOR WATER QUALITY,https://citris.ucmerced.edu/news/satellite.html,15-Jun-20,"Resources for the Future and NASA selected three research teams for grants totaling $300,000. Economist Stephen Newbold of the University of Wyoming is leading the transdisciplinary team working on water quality management. The project team includes Sarah Lindley and Shannon Albeke (University of Wyoming), Joshua Viers (University of California, Merced), Robert Johnston (Clark University), and George Parsons (University of Delaware).",
covid-19,UC Merced creating several tools to combat COVID-19,https://citris.ucmerced.edu/news/covid-project.html,"June 3,2020","Three UC Merced professors — Dr. Wei-Chun Chin, Dr. Jennifer Lu and Dr. Changqing Li — their mission is to develop a rapid response COVID-19 antibody test. It’s one of four UC Merced projects awarded seed grant funding from the Center for Information Technology Research in the Interest of Society (CITRIS) and the Banatao Institute. Other participating campuses include UC Berkeley, UC Davis, and UC Santa Cruz.",
i2g-hero2,Innovate to Grow Awards 10 Winners from Virtual Expo,https://innovatetogrow.ucmerced.edu/news/2020/innovate-grow-awards-10-winners-virtual-expo,28-May-20,"The showcase, the School of Engineering’s premier event, is divided into four sections. Three — the Capstone Innovation Design Clinic, Engineering Service Learning and the Mobile App Challenge — have been part of every spring event for the past eight years. This year saw the addition of an exhibition of Technology for Social Good by the Center for Information Technology Research in the Interest of Society (CITRIS) — a student-led learning and technology program that promotes healthy and sustainable livelihoods in the United States and abroad.",
citris-seed-award,UC Merced Researchers Developing Rapid COVID Solutions with Technology,https://citris.ucmerced.edu/news/covid-solutions.html,21-May-20,"The University of California, Merced, is rising to the meet the greatest challenge of our lifetimes. Because of their rapid response, innovative engineering and deep ethic to help, UC Merced faculty members have been awarded four grants from the Center for Information Technology Research in the Interest of Society and the Banatao Institute (CITRIS) COVID-19 Seed Fund to address the pandemic.",
usda-logo,UC Merced earns USDA-NIFA FOR AG-FOOD-TECH RESEARCH AND EXTENSION EXPERIENCES FOR UNDERGRADUATES,https://citris.ucmerced.edu/news/usda-facts.html,18-May-20,"Led by Professor Colleen Naughton, a new program to engage incoming and transfer students before they start at UCM also develops the agricultural workforce. The six-week summer immersion bridge program at the University of California, Merced introduces students from the San Joaquin Valley to the exciting world of research in agricultural science and technology.",
i2g-hero2,Congratulations! Class of 2020,https://citris.ucmerced.edu/news/valerie-moss,15-May-20,"CITRIS UC Merced congratulates Valerie Moss, Class of 2020! During her term at UC Merced, Moss has served as a tour guide, ASUCM judge, and intern with the Office of Student Life. With CITRIS, Moss led the transition to tech-based team coordination, helping everyone adopt new technologies and practices; was instrumental in launching several programs including the inaugural Tech for Social Good program; and conducted social science research on ag-food-tech, women-in-tech and diversity in STEM fields. She brought a critical perspective as a student from the San Joaquin Valley to improving our community with technology programs. Moss graduates with a double major in Cognitive Science and Psychology. She plans to attend graduate school to inform educational policy.",
i2g-hero2,Innovate to Grow Goes Virtual,https://news.ucmerced.edu/news/2020/innovate-grow-goes-virtual,15-May-20,"The School of Engineering is hosting it's annual event Innovate to Grow, which has always been a day-long series of presentations, posters and judging, will be held entirely online this year in a streamlined format via Zoom on May 15.",
,UC MERCED PART OF CITRIS’S COVID-19 RAPID RESPONSE GRANTS,https://news.ucmerced.edu/news/2020/uc-merced-part-citris%E2%80%99s-covid-19-rapid-response-grants,14-May-20,"UC Merced professors are leading or participating in four technology projects designed to mitigate the COVID-19 crisis. The Center for Information Technology Research in the Interest of Society (CITRIS) and the Banatao Institute awarded seed grants to 25 interdisciplinary, multi-campus teams to address the pandemic. More than 95 proposals were reviewed, including rapid-cycle ventilators; next-generation face masks; new algorithms for contact tracing and advance prediction; and a portable, point-of-care rapid-testing device the size of a credit card.",
earthdaycows,"Earth Day Talk Focuses on Ag Land and Water Regulations, Solutions",https://citris.ucmerced.edu/news/FIT-Kimmelshue.html,17-Apr-20,The Center for Information Technology in the Interest of Society (CITRIS) and UC Merced’s Electrical Engineering and Computer Science Graduate Group present an online talk for the golden anniversary of Earth Day.,
